4848272	72861	0.12186920642852783
4848272	507970	0.4669913053512573
4848272	25613	0.3708927035331726
4848272	4848272	1.0
4848272	1271962	0.0
4848272	43254	0.19674116373062134
4848272	58790	0.24334973096847534
4848272	18935732	0.3799404501914978
4848272	260979	0.2683417797088623
4848272	29697232	0.3807375431060791
4848272	1755838	0.0
4848272	1197501	0.0
4848272	3276812	0.2028445601463318
4848272	7201	0.3248624801635742
4848272	146699	0.0
4848272	3258683	0.0
4848272	10861	0.0
4848272	18998750	0.36051416397094727
4848272	885498	0.4789806604385376
4848272	19344515	0.2810856103897095
4848272	21780	0.41006624698638916
4848272	9172097	0.6678200960159302
4848272	16927210	0.24654996395111084
4848272	45676768	0.0
4848272	62028	0.470528781414032
4848272	18834674	0.2452782392501831
4848272	288379	0.35930126905441284
4848272	17556	0.11847710609436035
4848272	92903	0.3040916323661804
4848272	256024	0.3429277539253235
4848272	24113	0.4828108549118042
4848272	19792942	0.2777661085128784
4848272	765	0.41491520404815674
4848272	37600898	0.49214720726013184
4848272	369040	0.0
4848272	6982432	0.0
4848272	28151	0.18755435943603516
4848272	99860	0.3198188543319702
4848272	145166	0.0
4848272	77697	0.0
4848272	219599	0.27490872144699097
4848272	51885	0.3381843566894531
4848272	7959	0.2803120017051697
4848272	265752	0.0
4848272	147885	0.0
4848272	21748	0.39664870500564575
4848272	37600900	0.5472085475921631
4848272	51490	0.20593184232711792
4848272	105070	0.0
4848272	317524	0.0
4848272	256025	0.2865920066833496
4848272	11542	0.22392600774765015
4848272	53451	0.201554536819458
4848272	2345894	0.3216230273246765
4848272	168592	0.29757606983184814
4848272	32070	0.43488913774490356
4848272	49139	0.2045915722846985
4848272	153149	0.0
4848272	72861	0.12186920642852783
4848272	507970	0.4669913053512573
4848272	25613	0.3708927035331726
4848272	4848272	1.0
4848272	1271962	0.0
4848272	43254	0.19674116373062134
4848272	58790	0.24334973096847534
4848272	18935732	0.3799404501914978
4848272	260979	0.2683417797088623
4848272	29697232	0.3807375431060791
4848272	1755838	0.0
4848272	1197501	0.0
4848272	3276812	0.2028445601463318
4848272	7201	0.3248624801635742
4848272	146699	0.0
4848272	3258683	0.0
4848272	10861	0.0
4848272	18998750	0.36051416397094727
4848272	885498	0.4789806604385376
